Name in English,Degree of endangerment,Number of speakers,Latitude,Longitude,Dummy
Trumai,Critically endangered,51,-11.8807,-53.6009,1
Arabela,Severely endangered,50,-1.5818,-75.3881,1
Arha,Critically endangered,50,-21.3047,165.0146,1
Banjima,Severely endangered,50,-22.289,119.3774,1
Bella Coola,Critically endangered,50,52.3823,-126.7255,1
Budong-Budong,Critically endangered,50,-2.0601,119.3074,1
Bulgebi,Definitely endangered,50,-5.7485,146.4532,1
Chiquitano (Brazil),Critically endangered,50,-17.4345,-58.0627,1
Forest Yukagir,Critically endangered,50,65.4936,151.0757,1
Gorovu,Severely endangered,50,-4.5,144.6,1
Iduh (Lao PDR),Critically endangered,50,19.3292,103.3758,1
Karaim (Lithuania),Severely endangered,50,54.642,24.9499,1
Kasong,Critically endangered,50,12.564,102.529,1
Kayupulau,Critically endangered,50,-2.5464,140.725,1
Lolak,Critically endangered,50,0.8569,124.0081,1
Maku'a,Critically endangered,50,-8.4017,127.2271,1
Makurap,Severely endangered,50,-12.1682,-63.0285,1
Miriwoong,Critically endangered,50,-16.7631,128.9025,1
Moraori,Severely endangered,50,-8.7113,140.7128,1
Nakkara,Severely endangered,50,-12.1145,134.5825,1
Ngarinman,Severely endangered,50,-16.6782,129.7485,1
Norfolk-Pitcairn (Pitcairn),Vulnerable,50,-24.3721,-128.3203,1
Omaha-Ponca,Critically endangered,50,42.0817,-96.4855,1
Omotik,Critically endangered,50,-1.115,35.9143,1
Onge,Critically endangered,50,10.639,92.4938,1
Patua,Critically endangered,50,22.1632,113.5464,1
Paulohi,Critically endangered,50,-3.2721,128.757,1
Potawatomi (Kansas),Critically endangered,50,39.3251,-95.8495,1
Potawatomi (Michigan),Critically endangered,50,45.0269,-84.1992,1
Potawatomi (Oklahoma),Critically endangered,50,35.3135,-96.9255,1
Potawatomi (Wisconsin),Critically endangered,50,45.5601,-88.83,1
Salas,Severely endangered,50,-3.135,130.5505,1
Samray,Critically endangered,50,13.685,101.5931,1
Sapé,Critically endangered,50,5.1933,-63.5449,1
Sentilese,Critically endangered,50,11.5446,92.2576,1
Sian,Severely endangered,50,2.3854,114.3354,1
Tambotalo,Severely endangered,50,-15.4655,167.1027,1
Tanacross,Critically endangered,50,64.2159,-145.9643,1
Tanaina,Severely endangered,50,63.3422,-148.8647,1
Tanimbili,Severely endangered,50,-11.2935,166.5211,1
Warumungu,Severely endangered,50,-19.5183,133.9453,1
Zapotec of San Felipe Tejalapan,Critically endangered,50,17.1099,-96.8539,1
Tench,Critically endangered,49,-1.6394,150.6939,1
Mudburra,Severely endangered,48,-16.9727,131.77,1
Nunggubuyu,Severely endangered,44,-13.8807,135.725,1
Dumun,Critically endangered,42,-5.5421,146.0906,1
Kudu-Camo,Critically endangered,42,11.0166,8.8879,1
Asumboa,Severely endangered,40,-11.2982,166.4868,1
Bunuba,Severely endangered,40,-17.8951,125.7495,1
Chamacoco,Critically endangered,40,-23.0595,-55.6127,1
Garrwa,Severely endangered,40,-17.1197,137.6806,1
Gumbaynggirr,Critically endangered,40,-30.3349,152.8198,1
Maremgi,Definitely endangered,40,-2.2571,139.5455,1
Mono (Western),Critically endangered,40,37.0943,-119.4999,1
Southern Tutchone,Critically endangered,40,60.7796,-137.4983,1
Tipai (United States of America),Severely endangered,40,32.6049,-116.4678,1
Tofa,Critically endangered,40,53.7324,98.2589,1
Udege,Critically endangered,40,47.6209,136.0903,1
Yoki,Severely endangered,40,-1.5893,137.9127,1
Noy,Critically endangered,36,8.9312,17.8829,1
Chulym Turk,Critically endangered,35,57.3354,88.1542,1
Kapori,Critically endangered,35,-3.4,139.7,1
Kaqchikel (Mexico),Critically endangered,35,19.4044,-90.0604,1
Menominee,Critically endangered,35,44.9356,-88.6144,1
Quechua of Pacaraos,Critically endangered,35,-11.2538,-76.8054,1
Turaka,Critically endangered,35,-9.796,149.447,1
Barasana (Brazil),Severely endangered,34,0.7909,-68.6425,1
Bilakura,Critically endangered,34,-4.9404,145.5303,1
Macuna (Brazil),Vulnerable,32,1.1395,-67.7636,1
Jarawa,Critically endangered,31,12.6028,92.752,1
Kowaki,Critically endangered,31,-4.6079,145.4067,1
Kri,Severely endangered,31,18.25,105,1
Mawak,Critically endangered,31,-4.5819,145.3079,1
Alabat Island Agta,Critically endangered,30,14.1209,122.0282,1
Amahai,Critically endangered,30,-3.3352,128.9314,1
Bardi,Severely endangered,30,-16.9307,122.871,1
Cahuilla,Critically endangered,30,33.5404,-116.7436,1
Cambap,Critically endangered,30,6.4872,11.802,1
Carijona,Critically endangered,30,-1.2743,-70.1147,1
Chintaw,Critically endangered,30,24.9263,98.2414,1
Comox/Sliammon,Critically endangered,30,49.6795,-124.9542,1
Djeoromitxi,Severely endangered,30,-12.05,-64.6655,1
Duriankere,Critically endangered,30,-1.3896,130.9247,1
Goundo,Critically endangered,30,9.4761,16.2652,1
Kawucha,Critically endangered,30,-6.9373,146.1621,1
Kwerisa,Critically endangered,30,-2.9759,138.153,1
Mono (Eastern),Critically endangered,30,37.3674,-118.3953,1
Ngalkbun,Severely endangered,30,-13.5178,134.6264,1
Punan Batu,Critically endangered,30,2.6021,114,1
Rama,Critically endangered,30,11.8847,-83.7995,1
Sia Pedee,Critically endangered,30,0.9887,-79.1674,1
Ske,Severely endangered,30,-15.9085,168.1924,1
Valley Yokuts,Severely endangered,30,36.0582,-119.5241,1
Warnman,Severely endangered,30,-22.9786,122.7832,1
Wik Ngencherr,Severely endangered,30,-14.0939,141.8554,1
Wiradjuri,Critically endangered,30,-34.5608,147.041,1
Malinaltepec Tlapanec,Vulnerable,29,17.2451,-98.6717,1
Ahtna,Critically endangered,25,62.7547,-144.3164,1
Bieria,Critically endangered,25,-16.8045,168.2446,1
Caddo,Critically endangered,25,35.0985,-98.2603,1
Columbian,Critically endangered,25,48.1764,-119.0523,1
Iquito,Critically endangered,25,-3.6449,-74.1577,1
Kwazá,Critically endangered,25,-12.651,-60.4138,1
Marrithiyel,Critically endangered,25,-13.806,130.0451,1
Massep,Critically endangered,25,-1.7575,138.3178,1
Mor,Severely endangered,25,-2.8607,132.7697,1
Pisamira,Critically endangered,25,1.0656,-70.4388,1
Sakurabiat,Severely endangered,25,-12.967,-61.2652,1
Surel,Critically endangered,25,27.6969,86.3058,1
Upper Kuskokwim,Critically endangered,25,63.0091,-154.3889,1
Zumaya,Critically endangered,25,10.5323,14.3591,1
Kashaya,Critically endangered,24,38.6603,-123.3045,1
Kavalan,Critically endangered,24,24.7393,121.6996,1
Wardaman,Severely endangered,24,-14.9925,131.9293,1
Washo,Severely endangered,24,38.9226,-119.7256,1
Kuku Yalanji,Severely endangered,23,-15.8148,144.9316,1
Sām,Severely endangered,23,27.3595,86.9979,1
Southwestern Tlapanec,Vulnerable,23,16.9629,-99.0953,1
Alawa,Critically endangered,22,-16.4676,134.0771,1
Tobian,Critically endangered,22,2.9594,131.8084,1
Bara (Brazil),Vulnerable,21,0.3515,-68.9721,1
Ixcatec,Critically endangered,21,17.8493,-97.181,1
Añu,Critically endangered,20,11.022,-71.7352,1
Barzani Jewish Neo-Aramaic (Israel),Critically endangered,20,31.7888,35.1947,1
Bom,Severely endangered,20,7.3188,-11.9915,1
Bundjalung,Severely endangered,20,-28.9998,152.9077,1
Chung (Cambodia),Critically endangered,20,10.6875,103.8084,1
Dusner,Critically endangered,20,-2.7139,134.3888,1
Forest Enets,Critically endangered,20,68.6836,86.2727,1
Foya,Critically endangered,20,-2.4107,138.6996,1
Hermit,Critically endangered,20,-2.0869,146.9311,1
Jawoyn,Severely endangered,20,-14.2004,132.55,1
Kamasa,Critically endangered,20,-6.95,146.2,1
Kanakanabu,Critically endangered,20,23.1463,120.6782,1
Kembra,Critically endangered,20,-3.908,140.3942,1
Kilen,Critically endangered,20,47.4689,133.8574,1
Kim,Critically endangered,20,7.2425,-11.9476,1
Koko Bera,Severely endangered,20,-15.6865,141.5917,1
Kulina Páno,Severely endangered,20,-5.6597,-71.5429,1
Leco,Critically endangered,20,-15.586,-67.9064,1
Loun,Critically endangered,20,-2.8717,128.8366,1
Mander,Critically endangered,20,-2.4341,138.7284,1
Mangarla,Critically endangered,20,-20.159,122.6513,1
Maringarr,Critically endangered,20,-14.1525,129.6166,1
Nataoran,Critically endangered,20,24.0088,121.5898,1
Nez Perce,Critically endangered,20,46.4347,-116.8268,1
Nisvai,Critically endangered,20,-16.4492,167.7117,1
Nyamal,Severely endangered,20,-21.4019,119.3225,1
Nyikina,Severely endangered,20,-18.2613,124.6179,1
Panamint,Critically endangered,20,36.4555,-116.8666,1
Pite Saami,Critically endangered,20,66.0447,17.8857,1
Qawasqar,Critically endangered,20,-49.6391,-74.3554,1
Red Gelao (Viet Nam),Critically endangered,20,23.1666,105.25,1
Somyev,Critically endangered,20,6.9318,11.5136,1
Ume Saami,Critically endangered,20,65.1091,18.2153,1
Usku,Critically endangered,20,-3.5449,140.7499,1
Vote,Critically endangered,20,59.5858,28.4518,1
Wajarri,Severely endangered,20,-26.8841,116.6748,1
Wambaya,Critically endangered,20,-17.7696,134.923,1
Warekena (Brazil),Critically endangered,20,0.7909,-68.3789,1
White Gelao (Viet Nam),Severely endangered,20,23.2,105.3333,1
Mixtec of Tlaltempan,Definitely endangered,19,18.6166,-98.0833,1
Uruak,Critically endangered,19,3.9957,-63.5888,1
Pacahuara,Critically endangered,18,-11.4369,-65.6762,1
Ririo,Critically endangered,18,-6.91,156.9671,1
Ava-Canoeiro,Critically endangered,16,-14.0847,-48.0418,1
Chorotega,Critically endangered,16,9.8991,-83.6855,1
Ainu (Hokkaido),Critically endangered,15,43.2612,142.8222,1
Jaminjung,Severely endangered,15,-15.2417,130.5725,1
Mwesen,Critically endangered,15,-13.874,167.5415,1
Sechelt,Critically endangered,15,50.0846,-123.7437,1
Tanana,Critically endangered,15,64.605,-149.0625,1
Ingalik,Critically endangered,14,62.1655,-156.3134,1
Jingulu,Severely endangered,14,-17.3716,134.187,1
Zapotec of Mixtepe,Critically endangered,14,16.2666,-96.3666,1
Woria,Critically endangered,13,-2.4011,136.4886,1
Aruá,Severely endangered,12,-12.0285,-64.7094,1
Han (United States of America),Critically endangered,12,64.7837,-141.2172,1
Hupa,Critically endangered,12,41.7624,-123.7028,1
Karuk,Severely endangered,12,41.7929,-123.3763,1
Makah,Critically endangered,12,48.3658,-124.6118,1
Ngaatjatjara,Severely endangered,12,-25.1651,127.3535,1
Ngaliwuru,Critically endangered,12,-15.5595,131.0614,1
Ofayé,Critically endangered,12,-21.361,-52.0532,1
Umpila,Severely endangered,12,-13.0366,143.3386,1
Yurok,Critically endangered,12,41.0607,-124.1413,1
Kinikinau,Critically endangered,11,-21.0685,-56.2765,1
Wagiman,Severely endangered,11,-14.1845,131.6546,1
Achumawi,Critically endangered,10,40.8816,-122.6715,1
Arho,Critically endangered,10,-21.274,165.0503,1
Arikara,Critically endangered,10,47.648,-101.8327,1
Ayizi,Critically endangered,10,24.5964,103.7329,1
Bangsa,Critically endangered,10,-16.146,167.389,1
Ch'orti' (Honduras),Critically endangered,10,14.9364,-88.865,1
Chung (Thailand),Critically endangered,10,14.4897,99.1661,1
Copper Island Aleut,Critically endangered,10,54.7753,167.5662,1
Gros Ventre,Critically endangered,10,48.4824,-108.7639,1
Gweno,Critically endangered,10,-3.7135,37.6501,1
Hoti,Critically endangered,10,-3.0143,130.3692,1
Hulung,Critically endangered,10,-2.8614,128.5606,1
Ibu,Critically endangered,10,1.5269,127.5265,1
Iranxe,Critically endangered,10,-12.6939,-57.843,1
Kamarian,Critically endangered,10,-3.4366,128.5345,1
Karajarri,Critically endangered,10,-19.0205,122.3437,1
Karipuna,Definitely endangered,10,-10.2284,-64.5556,1
Katawixi,Critically endangered,10,-8.8416,-66.0937,1
Kawaiisu,Critically endangered,10,35.0589,-118.4026,1
Khövsgöl Uryangkhay,Critically endangered,10,50.9722,101.3159,1
Krenak,Critically endangered,10,-19.1937,-41.1527,1
Kurrama,Critically endangered,10,-21.6383,117.9711,1
Lardil,Critically endangered,10,-16.5526,139.3176,1
Lom,Critically endangered,10,-1.6751,105.8917,1
Lorediakarkar,Critically endangered,10,-15.1967,167.0498,1
Madngele,Critically endangered,10,-13.3789,130.5395,1
Malak Malak,Critically endangered,10,-13.7713,130.6384,1
Manchu (Amur),Critically endangered,10,49.7666,127.5,1
Manchu (Nonni),Critically endangered,10,48.0083,124.3542,1
Mandan,Critically endangered,10,47.5165,-102.2461,1
Marrisyefin,Critically endangered,10,-13.934,129.8254,1
Massalat,Critically endangered,10,12.7635,20.5993,1
Matanvat,Critically endangered,10,-15.8972,167.1947,1
Matipu,Critically endangered,10,-12.2366,-53.1875,1
Mawayana (Brazil),Critically endangered,10,-0.9447,-58.2495,1
Munsee (Canada),Critically endangered,10,42.57,-81.879,1
Naati,Critically endangered,10,-16.515,167.4645,1
Ngardi,Critically endangered,10,-20.6327,128.5839,1
Ngbinda,Critically endangered,10,4.6092,27.0812,1
Northern Paiute (Idaho),Critically endangered,10,43.0439,-112.4566,1
Nusa Laut,Critically endangered,10,-3.6833,128.8,1
Oneida (Wisconsin),Critically endangered,10,44.5158,-88.0075,1
Onondaga (New York),Critically endangered,10,43.047,-76.1422,1
Osage,Critically endangered,10,36.6683,-96.3316,1
Parintintin,Critically endangered,10,-6.5773,-61.7871,1
Pawnee,Critically endangered,10,36.3372,-96.8032,1
Puari,Critically endangered,10,-2.8689,141.6577,1
Rembarrnga,Critically endangered,10,-13.3896,133.6706,1
Sene,Critically endangered,10,-6.3753,147.7825,1
Sowa,Critically endangered,10,-15.8609,168.1842,1
Susuami,Critically endangered,10,-7.2044,146.5493,1
Taap,Critically endangered,10,-6.146,146.3955,1
Tape,Critically endangered,10,-16.0953,167.3094,1
Ter Saami,Critically endangered,10,68.0638,38.7063,1
Thao,Critically endangered,10,23.8808,120.9206,1
Tule-Kaweah Yokuts,Critically endangered,10,36.0269,-118.7213,1
Tundra Enets,Critically endangered,10,71.6973,83.5839,1
Wichita,Critically endangered,10,35.0647,-98.2788,1
Xambioá,Critically endangered,10,-7.1717,-49.1583,1
Yawalapiti,Critically endangered,10,-12.1702,-53.3365,1
Yiiji,Critically endangered,10,-15.8458,127.6281,1
Arára Shawãdáwa,Critically endangered,9,-8.581,-72.29,1
Kuuku Ya'u,Critically endangered,9,-12.0185,142.8112,1
Ngandi,Critically endangered,9,-13.6459,135.2087,1
Ngarluma,Critically endangered,9,-21.1664,117.3339,1
Zaparo,Critically endangered,9,-2.2186,-76.5087,1
Ongota,Critically endangered,8,5.3207,37.2244,1
Ajuru,Severely endangered,8,-12.0178,-64.7534,1
Araki,Critically endangered,8,-15.6322,166.9413,1
Ayapanec,Critically endangered,8,18.2241,-93.1108,1
Busuu,Critically endangered,8,6.8282,10.1087,1
Chamicuro,Critically endangered,8,-5.5285,-75.5969,1
Dumi,Critically endangered,8,27.3095,86.7521,1
Kayardild,Critically endangered,8,-17.1197,139.4604,1
Munichi,Critically endangered,8,-5.8182,-76.1846,1
N|uu,Critically endangered,8,-28.5169,21.4453,1
Xetá,Critically endangered,8,-23.2867,-53.3935,1
Kiksht,Critically endangered,7,44.2708,-121.2871,1
Makolkol,Critically endangered,7,-4.8994,151.6827,1
Akuntsu,Critically endangered,6,-13.1169,-61.018,1
Anambé,Critically endangered,6,-2.7674,-49.2297,1
Arabana,Critically endangered,6,-28.6134,135.8349,1
Ipai,Critically endangered,6,32.9359,-116.868,1
Karaim (Western Ukraine),Critically endangered,6,50.7538,25.3351,1
Kings River Yokuts,Critically endangered,6,36.9104,-118.9261,1
Korana,Critically endangered,6,-26.9352,24.1254,1
Mangarrayi,Critically endangered,6,-14.8067,133.8793,1
Northern Sierra Miwok,Critically endangered,6,38.4008,-120.5351,1
Abaga,Critically endangered,5,-6.1883,145.5976,1
"Aleut (Western, Commander Islands)",Critically endangered,5,55.171,166.094,1
Aqaw Gelao,Critically endangered,5,28.7447,106.0714,1
Aveteian,Critically endangered,5,-16.3985,167.4213,1
Central Selkup,Critically endangered,5,59.8903,82.0129,1
Cocama-Cocamilla (Brazil),Critically endangered,5,-1.8043,-66.5332,1
Dyirbal,Critically endangered,5,-18.0205,145.4809,1
Gamilaraay,Critically endangered,5,-29.7929,149.7106,1
Great andamanese,Critically endangered,5,12.2326,92.9031,1
Guató,Critically endangered,5,-17.644,-57.6562,1
Holikachuk,Critically endangered,5,64.2254,-155.3027,1
Iduh (Viet Nam),Critically endangered,5,19.4162,104.487,1
Isarog Agta,Critically endangered,5,13.6805,123.3805,1
Itonama,Critically endangered,5,-13.6246,-63.5668,1
Juma,Critically endangered,5,-7.4496,-63.8195,1
Kalispel,Critically endangered,5,48.2549,-117.2174,1
Kanoê,Critically endangered,5,-13.1222,-61.051,1
Liki,Critically endangered,5,-1.6202,138.738,1
Luiseño,Critically endangered,5,33.4622,-117.1269,1
Lushootseed,Critically endangered,5,47.6074,-122.5681,1
Manchurian Kirghiz,Critically endangered,5,47.8,124.2,1
Mansim,Critically endangered,5,-0.9008,134.0441,1
Naman,Critically endangered,5,-16.1216,167.4337,1
Nasarian,Critically endangered,5,-16.3517,167.4659,1
Navwien,Critically endangered,5,-16.469,167.4975,1
Ndai,Critically endangered,5,8.399,14.1641,1
Ngalakan,Critically endangered,5,-14.5729,134.4946,1
Nivat,Critically endangered,5,-16.1302,167.3835,1
Niviar,Critically endangered,5,-16.1302,167.3945,1
Olrat,Critically endangered,5,-14.2796,167.4302,1
Oro Win,Critically endangered,5,-11.6683,-65.1379,1
Paunaca,Critically endangered,5,-16.573,-61.4355,1
Resígaro,Critically endangered,5,-2.7674,-71.7187,1
Sorsorian,Critically endangered,5,-16.4709,167.6499,1
Southern Selkup,Critically endangered,5,58.6626,85.8581,1
Tuzantec,Critically endangered,5,15.1455,-92.4232,1
Umbrul,Critically endangered,5,,,1
Vano,Critically endangered,5,-11.6286,166.8383,1
Wunambal,Critically endangered,5,-15.6124,125.0024,1
Yuchi,Critically endangered,5,36.0009,-96.0988,1
Bonerif,Critically endangered,4,-2.1088,139.2352,1
Coeur d'Alene,Critically endangered,4,43.3433,-116.8873,1
Dharawal,Critically endangered,4,-34.7235,150.5786,1
Guranalum,Critically endangered,4,-4.3464,152.8417,1
Lengilu,Critically endangered,4,3.7327,115.8728,1
Njerep,Critically endangered,4,6.4572,11.2884,1
Ouma,Critically endangered,4,-10.233,149.1,1
Paakantyi,Critically endangered,4,-31.5598,143.3935,1
Saponi,Critically endangered,4,-2.4025,136.5037,1
Tanema,Critically endangered,4,-11.6986,166.9111,1
Tehuelche,Critically endangered,4,-51.5087,-70.3125,1
Totoró,Critically endangered,4,2.504,-76.4016,1
Waanyi,Critically endangered,4,-17.7486,138.2739,1
Worrorra,Critically endangered,4,-16.4887,124.6289,1
Awakatek (Mexico),Critically endangered,3,19.3481,-90.7177,1
Baldemu,Critically endangered,3,10.5742,14.5623,1
Bung,Critically endangered,3,6.5718,11.8267,1
Canichana,Extinct,3,-14.5835,-64.9731,1
Central Pomo,Critically endangered,3,38.9704,-123.6893,1
Central Sierra Miwok,Critically endangered,3,37.962,-120.2384,1
Chemehuevi,Critically endangered,3,34.0138,-114.2146,1
Kiowa Apache,Critically endangered,3,35.1018,-98.6033,1
Konkow,Critically endangered,3,39.467,-121.5155,1
Lake Miwok,Critically endangered,3,38.6426,-122.3849,1
Mabiri,Critically endangered,3,12.1682,18.7275,1
Mescalero-Chiricahua Apache (Oklahoma),Critically endangered,3,34.8986,-98.3589,1
Northern Pomo,Critically endangered,3,39.4143,-123.3502,1
Sabanê,Critically endangered,3,-12.5277,-59.6859,1
Southern Pomo,Critically endangered,3,38.7048,-122.8971,1
Southern Sierra Miwok,Critically endangered,3,37.6148,-119.789,1
Tubatulabal,Critically endangered,3,35.6444,-118.5183,1
Tuscarora (United States of America),Critically endangered,3,43.0877,-79.0627,1
Ura,Critically endangered,3,-18.654,169.074,1
Andoa (Peru),Critically endangered,2,-2.6796,-76.2011,1
Arikapu,Critically endangered,2,-12.0527,-64.7259,1
Aurê-Aurá,Critically endangered,2,-2.9649,-46.2084,1
Baré (Brazil),Critically endangered,2,0.4394,-68.2031,1
Cayuvava,Critically endangered,2,-12.7903,-65.3247,1
Gajerrong,Critically endangered,2,-15.222,128.6059,1
Ganggalidda,Critically endangered,2,-17.1001,138.3618,1
Guarasu,Critically endangered,2,-13.4724,-61.0427,1
Klallam,Critically endangered,2,47.8475,-122.585,1
Kujubim,Critically endangered,2,-11.9963,-64.7534,1
Kunjen,Critically endangered,2,-16.1316,142.207,1
Kuruáya,Critically endangered,2,-5.0033,-53.9208,1
Lemerig,Critically endangered,2,-13.7473,167.4096,1
Luri,Critically endangered,2,9.9255,9.5965,1
Maidu,Critically endangered,2,40.4134,-120.6738,1
Oneida (New York),Critically endangered,2,43.0778,-75.6622,1
Poyanawa,Critically endangered,2,-7.6238,-73.2568,1
Puruborá,Critically endangered,2,-12.3292,-64.2919,1
Salamãy,Critically endangered,2,-8.7602,-63.9074,1
Sambe,Critically endangered,2,8.6027,8.3825,1
Spokane,Critically endangered,2,47.9286,-118.0165,1
Tharkarri,Critically endangered,2,-24.148,114.6533,1
Vacacocha,Critically endangered,2,-2.0869,-74.5092,1
Wangaaybuwan,Critically endangered,2,-31.1093,144.9975,1
Xipáya,Critically endangered,2,-4.3902,-53.9648,1
Apiaká,Critically endangered,1,-11.1519,-57.3113,1
Bikya,Critically endangered,1,6.8309,10.0277,1
Bishuo,Critically endangered,1,6.9032,10.0991,1
Chaná,Critically endangered,1,-31.8402,-60.5786,1
Dampel,Critically endangered,1,0.7923,120.2494,1
Diahói,Critically endangered,1,-7.9939,-62.1936,1
Kaixána,Critically endangered,1,-2.0649,-67.4121,1
Lae,Extinct,1,-6.6318,147.181,1
Laua,Critically endangered,1,-10.1824,149.2053,1
Patwin,Critically endangered,1,38.7608,-122.0354,1
Pazeh,Critically endangered,1,24.2469,120.7727,1
Pémono,Critically endangered,1,5.6487,-65.8081,1
Taushiro,Critically endangered,1,-3.2502,-75.8935,1
Tinigua,Critically endangered,1,2.3833,-73.6413,1
Tolowa,Critically endangered,1,41.9566,-124.1915,1
Uru,Extinct,1,-16.5519,-68.6645,1
Volow,Critically endangered,1,-13.6433,167.7159,1
Wintu-Nomlaki,Critically endangered,1,39.8637,-122.0822,1
Yahgan,Critically endangered,1,-55.0028,-67.4615,1
Yarawi,Critically endangered,1,-7.9001,147.6411,1
!Gan!ne,Extinct,0,-31.3911,26.6748,1
Aasax,Extinct,0,-5.1948,37.738,1
Ahom,Extinct,0,26.5393,92.5378,1
Ainu (Kuril),Extinct,0,46.8882,152.0068,1
Ainu (Sakhalin),Extinct,0,47.3983,142.2949,1
Akkala Saami,Extinct,0,67.5809,31.668,1
Alderney French,Extinct,0,49.7098,-2.2075,1
Amanayé,Extinct,0,-3.7327,-49.1088,1
Andoa (Ecuador),Extinct,0,-2.3341,-76.5016,1
Andro,Extinct,0,24.8415,94.0539,1
Antoniano,Extinct,0,35.9717,-121.1757,1
Aore,Extinct,0,-15.5767,167.1638,1
Apolista,Extinct,0,-14.4027,-68.6206,1
Arapaho (Oklahoma),Extinct,0,35.602,-97.9712,1
Arapáso,Extinct,0,0,-66,1
Aribwatsa,Extinct,0,-6.6523,147.2291,1
Arin,Extinct,0,56.2982,91.7468,1
Arman,Extinct,0,59.6732,150.1391,1
Arta,Extinct,0,16.4225,121.7042,1
Atacameño,Extinct,0,-22.7559,-68.247,1
Atsugewi,Extinct,0,40.8824,-122.6661,1
Babuza,Extinct,0,24.01,120.623,1
Badala,Critically endangered,0,-25.285,153.1054,1
Baga Kalem,Extinct,0,10.4013,-14.3151,1
Baga Mboteni,Critically endangered,0,10.7415,-14.5513,1
Barbareño,Extinct,0,34.4227,-119.7039,1
Barzani Jewish Neo-Aramaic (Iraq),Extinct,0,36.2619,43.9892,1
Basay,Extinct,0,25.1378,121.6543,1
Baygo,Extinct,0,11.7436,24.6423,1
Berakou,Extinct,0,12.8492,15.032,1
Berti,Extinct,0,14.6898,25.9524,1
Bina,Extinct,0,-10.2365,149.6063,1
Birgid,Extinct,0,14.8598,25.0103,1
Boro,Extinct,0,8.6244,0.6262,1
Cacaopera,Extinct,0,13.4109,-87.8741,1
Cape Khoekhoe,Extinct,0,-34.4522,19.7314,1
Cappadocian Greek (Turkey),Extinct,0,38.048,32.6953,1
Catawba,Extinct,0,34.9361,-81.0272,1
Cayuga (Oklahoma),Extinct,0,36.6302,-94.6441,1
Cayuse,Extinct,0,44.9647,-118.5424,1
Central Kalapuyan,Extinct,0,43.8,-123.06,1
Chairel,Extinct,0,24.976,94.2407,1
Cholon,Extinct,0,-8.8633,-76.1791,1
Coptic,Extinct,0,26.8915,29.0959,1
Cowlitz,Extinct,0,46.132,-122.8642,1
Culle,Extinct,0,-8.1951,-78.294,1
Cuman,Extinct,0,46.5815,19.6765,1
Cupeño,Extinct,0,33.364,-117.0756,1
Dalmatian,Extinct,0,45.0599,14.5719,1
Deti,Extinct,0,-20.9614,24.461,1
Dharug,Critically endangered,0,-34.0344,150.9301,1
Dhurga,Critically endangered,0,-35.4964,150.249,1
Dicamay Agta,Extinct,0,16.6998,122.0167,1
Dorasque,Extinct,0,,,1
Dororo,Extinct,0,-8.2169,157.3901,1
Duli,Extinct,0,9.3813,13.5708,1
Dungidjau,Extinct,0,-26.5885,152.2705,1
Dura,Extinct,0,28.2898,84.4519,1
Eastern Abenaki,Extinct,0,44.9423,-68.7328,1
Eastern Kamchadal,Extinct,0,56.511,161.0156,1
Eastern Pomo,Extinct,0,39.0461,-122.9211,1
Eel River Athabaskan,Extinct,0,40.188,-123.6477,1
Eliri,Severely endangered,0,4.5706,30.858,1
Elmolo,Extinct,0,2.7212,36.7326,1
Eotile,Extinct,0,5.2495,-3.3233,1
Eyak,Extinct,0,60.2165,-143.3935,1
Gaagudju,Extinct,0,-12.2755,132.6379,1
Gafat,Extinct,0,10.6768,35.8264,1
Garífuna (Nicaragua),Critically endangered,0,12.5666,-83.7166,1
Ge'ez,Extinct,0,8.9936,38.7597,1
Getmata,Extinct,0,-5.8346,149.0405,1
Gey,Extinct,0,9.384,13.5296,1
Gothic,Extinct,0,44.653,33.8598,1
Guanche,Extinct,0,27.9264,-15.6774,1
Gule,Extinct,0,10.0986,34.1235,1
Guliguli,Extinct,0,-8.2114,157.4615,1
Gününa Küne,Extinct,0,-43.4848,-68.1591,1
Gyasumdo,Definitely endangered,0,28.5969,84.2253,1
Hanis,Extinct,0,43.406,-124.2402,1
Hoanya,Extinct,0,23.5665,120.3826,1
Homa,Extinct,0,5.5011,27.3779,1
Horo,Extinct,0,9.239,18.3444,1
Hpun,Extinct,0,24.65,97.0666,1
Huitoto (Brazil),Extinct,0,-2.3723,-66.0937,1
Hukumina,Extinct,0,-3.1514,126.2713,1
Huron-Wyandot (United States of America),Extinct,0,36.7923,-94.7229,1
Ifo,Extinct,0,-18.6605,169.1434,1
Ineseño,Extinct,0,34.5942,-120.1371,1
Island Carib,Extinct,0,15.4325,-61.2817,1
Island Chumash,Extinct,0,34.3821,-119.4574,1
Jorá,Critically endangered,0,-14.0246,-63.3581,1
Judeo-Berber (Morocco),Extinct,0,30.822,-6.8005,1
Kamas,Extinct,0,57.9964,92.8784,1
Kamas Turk,Extinct,0,58.109,92.7101,1
Kaniet,Extinct,0,-0.898,145.5441,1
Kansa,Extinct,0,36.7657,-96.8652,1
Karaim (Crimea),Extinct,0,45.058,33.9477,1
Karami,Extinct,0,-7.1335,143.8659,1
Karelian (Valday),Extinct,0,58.0284,33.3215,1
Katabaga,Extinct,0,13.4366,122.5569,1
Kato,Extinct,0,39.677,-123.4944,1
Kayeli,Extinct,0,-3.39,127.1008,1
Kazukuru,Extinct,0,-8.1598,157.4629,1
